primary_genre,all_genres,artist_followers,artist_popularity,track_id,name,artist_names,popularity,album,release_date,mood_label
ghazal,ghazal; hindi pop; ghazal; bhajan,10812910,71,5fW4gRS99wXOOuYRV03W5X,Aaj Mausam Bada Beimaan Hai,"['Mohammed Rafi', 'Laxmikant–Pyarelal']",57,Loafer,1973-03-12,sad
ghazal,ghazal; bangla pop; hindi pop; bollywood; ghazal; marathi pop; bangla pop; bollywood; hindi pop; ghazal; hindi pop; bollywood,20631936,78,5frRYI0khL5GH9SF02iKSy,"Kehdoon Tumhen - From ""Deewaar""","['Kishore Kumar', 'Asha Bhosle', 'R. D. Burman']",54,Purani Jeans Kishore Collection (Vol.1),2013-01-01,sad
hindi indie,hindi indie; indian indie; desi pop; hindi pop; bollywood; hindi pop; hindi pop; gujarati garba; bollywood; desi; hindi pop,2009458,78,5gFi3tVdaTSsz0OEmMpMrj,Suroor,"['Aditya Rikhari', 'Rochak Kohli', 'Gurpreet Saini', 'Lijo George']",74,Suroor,2025-09-23,old_melody
marathi pop,marathi pop,1418842,68,5gsi1bSTPDIiW6Pi5kFmiU,Sundari,"['Sanju Rathod', 'G-SPXRK']",79,Sundari,2025-09-11,party
sufi,sufi; qawwali; bollywood; hindi pop; desi; kannada pop; marathi pop; bollywood; hindi pop; desi,33208103,86,5h4HUJcttHP0EuMLLdfXyO,Thodi Der,"['Farhan Saeed', 'Shreya Ghoshal', 'Kumaar']",68,Half Girlfriend (Original Motion Picture Soundtrack),2017-04-30,old_melody
hindi pop,hindi pop; bollywood; desi; bangla pop,166037253,91,5iE056ZoYobQuzKRDHQwTt,"Hai Dil Ye Mera (From ""Hate Story 2"")",['Arijit Singh'],64,Arijit Singh Broken Strings,2019-04-24,chill
bollywood,bollywood; hindi pop; desi; bollywood; desi; hindi pop; bhojpuri pop; bhojiwood; tamil dance; bollywood; sufi,61320500,89,5kR5RZceCCPX3ks0rQP6kh,Gandi Baat,"['Pritam', 'Mika Singh', 'Kalpana Patowary', 'Anupam Amod']",45,R...Rajkumar (Original Motion Picture Soundtrack),2013-11-05,romantic
bollywood,bollywood; hindi pop; desi; bollywood; desi; hindi pop; bollywood; bangla pop,21764550,80,5kg1GacbhgQfLcbgOBRO9c,Tune Maari Entriyaan,"['Sohail Sen', 'Vishal Dadlani', 'KK', 'Neeti Mohan', 'Bappi Lahiri', 'Irshad Kamil']",59,Gunday,2013-12-26,romantic
punjabi hip hop,punjabi hip hop; punjabi pop; desi hip hop; bhangra; punjabi pop; punjabi hip hop,656198,58,5nL6XYcW0bASEV3cZZWjZ8,Sham Di Laali,"['Wazir Patar', 'Basant Kur', 'Navvi']",59,My Name Is Street,2025-10-16,old_melody
gujarati pop,gujarati pop; bollywood; hindi pop; desi; gujarati garba; hindi pop; bollywood; desi; bangla pop,166037253,91,5npFBWhVs3VVlc0nY5xQMA,"Tainu Khabar Nahi - From ""Munjya""","['Sachin-Jigar', 'Arijit Singh']",77,"Tainu Khabar Nahi (From ""Munjya"")",2024-05-31,old_melody
bollywood,bollywood; desi; hindi pop; hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi,166037253,91,5orNEFkFG4RP24goF02AuD,Kashmir Main Tu Kanyakumari,"['Vishal-Shekhar', 'Sunidhi Chauhan', 'Arijit Singh', 'Neeti Mohan']",64,Chennai Express,2013-07-03,romantic
ghazal,ghazal; bangla pop; hindi pop; bollywood,20631936,78,5r08ZlcnERTmf6mB4CJS1r,"Hum Bewafa Hargiz Na Thay - From ""Shalimar""",['Kishore Kumar'],37,Magical Moments,2014-10-14,sad
bollywood,bollywood; bangla pop; bhajan; marathi pop; devotional; ghazal; bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood,30826001,80,5sqPE9h98DkO5ms20NUiUg,Tamma Tamma Again,"['Bappi Lahiri', 'Anuradha Paudwal', 'Badshah', 'Tanishk Bagchi', 'Indeevar']",60,Badrinath Ki Dulhania,2017-02-14,romantic
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; desi; hindi pop; bollywood; desi; tollywood; bollywood; desi; telugu pop; hindi pop,166037253,91,5swv4r5dYNHhsL54jGqmn8,Tukur Tukur,"['Pritam', 'Arijit Singh', 'Neha Kakkar', 'Kanika Kapoor', 'Siddharth Mahadevan', 'Nakash Aziz']",55,Dilwale (Original Motion Picture Soundtrack),2015-11-17,romantic
tamil pop,tamil pop; bollywood,1412960,71,5uKiy1ffavmGSCKr6aXUHE,Saat Samundar Paar - Jhankar Beats,['Sadhana Sargam'],52,Vishwatma - Jhankar Beats,2022-11-24,romantic
haryanvi pop,haryanvi pop,513,25,5uYmDNr4D1rG3UmZbLBwzr,Teri Ankho Ka Ye Kajal,['Varun Bahar'],43,Rang Dalab Bhurkha Hata Ke,2020-07-31,romantic
,,89,31,5uqobeW8tCjptQF5b4DUxx,Ghadiyaan Udeek Diyan,['Shayar Meet'],45,Ghadiyaan Udeek Diyan,2025-08-25,old_melody
hindi pop,hindi pop; bollywood; desi; bangla pop,166037253,91,5vFQbbtozp7Krbvbjc9hKb,"Lo Maan Liya (From ""Raaz Reboot"")",['Arijit Singh'],42,Arijit Singh Broken Strings,2019-04-24,chill
bollywood,bollywood; hindi pop; bhajan; bollywood; hindi pop; devotional,9783183,77,5w0Xpt2YHT2Y3z3e4UUJP7,Kaise Hua,"['Vishal Mishra', 'Manoj Muntashir']",66,Kabir Singh,2019-06-14,old_melody
bhangra,bhangra; punjabi pop; desi; bollywood; hindi pop; desi pop; bollywood; hindi pop; desi; desi pop; gujarati garba,49018784,74,5x3K3Ld54TtkYKdQvrFOV3,"Morni Banke (From ""Badhaai Ho"")","['Guru Randhawa', 'Neha Kakkar']",58,High Rated Gabru - Guru Randhawa,2019-03-02,party
bollywood,bollywood; hindi pop; desi; desi pop; gujarati garba,49018784,80,5x72Q1SyiDHJ4IF2mRzfkg,"Gali Gali (From ""Kgf Chapter 1"")","['Neha Kakkar', 'Tanishk Bagchi']",67,"Gali Gali (From ""Kgf Chapter 1"")",2018-12-13,romantic
desi hip hop,desi hip hop; hindi hip hop; desi pop; hindi pop; hindi indie; ,9380226,65,5ymJ795K518y3ACGAytG4l,Kamaal Hai,"['King', 'Aditya Dev']",54,Kamaal Hai,2025-11-21,old_melody
bollywood,bollywood; hindi pop; desi; sufi; qawwali; bollywood; desi,61320500,89,5z6FodPrcFqUjJbeAPpjXT,Afghan Jalebi (Ya Baba),"['Pritam', 'Asrar', 'Akhtar Chinnal']",49,Phantom,2015-07-31,romantic
bollywood,bollywood; desi; hindi pop; hindi pop; bollywood; desi; bangla pop; hindi pop,166037253,91,5zCnGtCl5Ac5zlFHXaZmhy,"Sajni (From ""Laapataa Ladies"")","['Ram Sampath', 'Arijit Singh', 'Prashant Pandey']",76,"Sajni (From ""Laapataa Ladies"")",2024-02-12,old_melody
bollywood,bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; desi; hindi pop; bollywood; hindi pop,49018784,80,63MvWd6T6yoS7h4AJ4Hjrm,"Aankh Marey (From ""Simmba"")","['Neha Kakkar', 'Mika Singh', 'Kumar Sanu', 'Tanishk Bagchi']",61,"Aankh Marey (From ""Simmba"")",2018-12-06,romantic
bollywood,bollywood; hindi pop; desi pop; desi; bollywood; hindi pop; bangla pop; desi,6053557,65,64jOyhiu4UPPnkSbG0t489,Mera Yaar,"['Dhvani Bhanushali', 'Ash King']",49,Mera Yaar,2021-12-01,romantic
ghazal,ghazal; bhajan; qawwali; sufi; devotional; ghazal; qawwali; bhajan; sufi,4581217,65,66KBRmenGEJkTKtbTWl7tS,Tum Ko Dekha To Yeh Khayal Aaya,"['Jagjit Singh', 'Chitra Singh']",60,Saath Saath,1982-04-03,sad
ghazal,ghazal; bangla pop; hindi pop; bollywood; ghazal; hindi pop; bollywood,20631936,78,66pgL55KG00oTsxzTw7tBE,Meri Bheegi Bheegi Si,"['Kishore Kumar', 'R. D. Burman']",66,Anamika,1972-01-01,sad
bollywood,bollywood; desi; hindi pop; bollywood; hindi pop; desi,61320500,89,67VHAZo2eUry9rcCeTGlhs,Dil Mein Baji Guitar,"['Mika Singh', 'Pritam']",59,Apna Sapna Money Money (Original Motion Picture Soundtrack),2006-11-10,romantic
bollywood,bollywood; hindi pop; desi; kannada pop; bollywood; sandalwood; hindi pop; desi; marathi pop,61320500,89,68RveqIjrkOeBbEGL67GgA,Allah Maaf Kare,"['Pritam', 'Sonu Nigam', 'Shilpa Rao']",66,Desi Boyz,2011-10-21,romantic
bangla pop,bangla pop; hindi pop; bollywood; hindi pop; bollywood; desi; bangla pop,166037253,91,6CV2iSJV2W6yAITDxSSes3,"Baatein Ye Kabhi Na (From ""Khamoshiyan"") - Male","['Jeet Gannguli', 'Arijit Singh']",50,Musical Bond: Jeet Gannguli & Arijit Singh,2015-06-11,chill
,,10370,25,6D0Gd9JE8ROwzkImI5YIQa,Rab Kare Tujh Ko Bhi Pyar Ho Jaaye,['Music World'],0,Rab Kare Tujh Ko Bhi Pyar Ho Jaaye,2020-10-01,romantic
desi,desi; sufi; indian indie; hindi pop; bollywood; desi pop; desi,2051951,74,6DefzsWqnwrFrmNVnJxWkS,Jo Tu Na Mila,"['Asim Azhar', 'Kunaal Vermaa']",67,Jo Tu Na Mila,2018-11-20,chill
ghazal,ghazal; bollywood; bhajan; hindi pop; marathi pop; ghazal; hindi pop; ghazal; bhajan,24630694,78,6DuEwqeZzkPJlczCKPq1VD,Chup Gaye Sare Nazare,"['Lata Mangeshkar', 'Mohammed Rafi', 'Laxmikant–Pyarelal']",50,Do Raaste,1969-12-05,sad
bhajan,bhajan; devotional; bollywood; desi pop; hindi pop; bhajan; hindi pop; bollywood; devotional; hindi pop; bollywood; desi pop; desi,21369186,76,6E9UwSfT80age2xknoMS7Y,"Tum Hi Aana (From ""Marjaavaan"")","['Payal Dev', 'Jubin Nautiyal', 'Kunaal Vermaa']",70,"Tum Hi Aana (From ""Marjaavaan"")",2019-10-03,chill
bollywood,bollywood; desi; hindi pop; hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi,166037253,91,6FAYpZ4jve8vpvTwUvjK6H,Jhoome Jo Pathaan,"['Vishal-Shekhar', 'Arijit Singh', 'Sukriti Kakar', 'Vishal Dadlani', 'Shekhar Ravjiani', 'Kumaar']",65,Pathaan,2022-12-22,romantic
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop,166037253,91,6FjbAnaPRPwiP3sciEYctO,Raabta,"['Pritam', 'Arijit Singh']",78,Agent Vinod,2012-02-24,old_melody
ghazal,ghazal; bangla pop; hindi pop; bollywood; ghazal; hindi pop; bollywood,20631936,78,6Frhkb7giXWjeJAX2dJT88,O Mere Dil Ke Chain,"['Kishore Kumar', 'R. D. Burman']",69,Mere Jeevan Saathi,1972-01-01,sad
bollywood,bollywood; hindi pop; desi; desi pop; gujarati garba; desi pop; bollywood; hindi pop; gujarati garba; bollywood; hindi pop; desi,5871651,80,6G699QfN1BWYWXfiblH51F,"Kusu Kusu (From ""Satyameva Jayate 2"")","['Tanishk Bagchi', 'Zahrah S Khan', 'Dev Negi']",60,"Kusu Kusu (From ""Satyameva Jayate 2"")",2021-11-10,romantic
punjabi pop,punjabi pop; bhangra; punjabi pop; punjabi pop; bhangra; punjabi hip hop; bhangra; punjabi pop; desi,5103061,63,6G7cVYZW0bZTkKHBT4G9Yq,Jee Karda,"['GKhan', 'Khan Saab', 'Mehar Vaani', 'Garry Sandhu']",52,Jee Karda,2020-01-09,party
bollywood,bollywood; hindi pop; indian indie; hindi indie; bollywood; hindi pop; desi,9783183,77,6G8vN5EUtcDxOXOXadF6kp,"Tum Ho Toh (From ""Saiyaara"")","['Vishal Mishra', 'Hansika Pareek', 'Raj Shekhar']",79,"Tum Ho Toh (From ""Saiyaara"")",2025-06-17,old_melody
bollywood,bollywood; hindi hip hop; desi; hindi pop; punjabi pop; bollywood; hindi pop; desi; desi pop; gujarati garba,49018784,78,6GwjeSBaJ7C8yZXklaXXY1,Sunny Sunny,"['Yo Yo Honey Singh', 'Neha Kakkar']",60,Yaariyan,2013-12-09,romantic
bhajan,bhajan; bhajan; hindi pop; bollywood; devotional; bhajan; devotional,21369186,76,6HlKDKcgvwjvWPrYIqMSaK,"So Gaya Yeh Jahan (From ""Bypass Road"")","['Nitin Mukesh', 'Jubin Nautiyal', 'Saloni Thakkar', 'Raaj Aashoo']",47,"So Gaya Yeh Jahan (From ""Bypass Road"")",2019-10-09,romantic
desi pop,desi pop; bollywood; hindi indie; desi; bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; hindi pop; gujarati garba; desi,5871651,80,6IR6mzRO60hnMjNoq8rCPE,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")","['Raghav', 'Tanishk Bagchi', 'Asees Kaur']",66,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",2024-01-29,romantic
,; bollywood; desi; hindi pop,724771,64,6LX6modQsxnBouh7yZT6qx,Muskaanein Jhooti Hai,"['Suman Sridhar', 'Ram Sampath', 'Javed Akhtar']",55,Talaash,2012-10-18,romantic
bollywood,bollywood; ghazal; hindi pop; bollywood,6365401,74,6MZCYPT3hZPzwJGLnXn1RF,Bade Achhe Lagte Hain,"['Amit Kumar', 'R. D. Burman']",64,Balika Badhu,1976-03-15,sad
ghazal,ghazal; bollywood; bhajan; hindi pop; marathi pop; ghazal; gujarati pop; bhajan; ghazal,24630694,78,6PrR5HyA5bTZZLWQmYhvoL,Loote Koi Man Ka Nagar,"['Lata Mangeshkar', 'Manhar Udhas', 'S. D. Burman']",46,Abhimaan,1973-07-27,sad
ghazal,ghazal; bollywood; bhajan; hindi pop; marathi pop; ghazal; tamil dance,24630694,78,6RELGnjAoxtO1IRYUcEcta,Ek Pyar Ka Naghma Hai,"['Lata Mangeshkar', 'Mukesh']",55,Classic Revival Ek Pyar Ka Naghma Hai,2000-05-20,sad
punjabi pop,punjabi pop; hindi pop; bollywood; desi; gujarati garba; gujarati pop; hindi pop; bollywood; desi; punjabi pop; bhangra; punjabi hip hop; desi pop; bollywood; indian indie,2364017,73,6TtNVOFQUbQDUbTQwdILH1,"Coka 2.0 (From ""Liger"")","['Jaani', 'Lijo George-Dj Chetas', 'Sukh-E Muzical Doctorz', 'Lisa Mishra']",44,"Coka 2.0 (From ""Liger"")",2022-08-12,party
ghazal,ghazal; qawwali; desi pop; sufi; ghazal; bhajan,6581152,66,6UA7c2zPn4yxZRD1GNN7dE,Chitthi Aai Hai,"['Pankaj Udhas', 'Laxmikant–Pyarelal']",55,Naam,1986-08-30,sad
ghazal,ghazal; bangla pop; hindi pop; bollywood; ghazal; hindi pop; bollywood,20631936,78,6UeEm5XPsleVD85kNHCu1n,Yeh Sham Mastani,"['Kishore Kumar', 'R. D. Burman']",71,Kati Patang,1970-01-01,sad
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop,166037253,91,6VBhH7CyP56BXjp8VsDFPZ,"Kesariya (From ""Brahmastra"")","['Pritam', 'Arijit Singh', 'Amitabh Bhattacharya']",72,"Kesariya (From ""Brahmastra"")",2022-07-17,old_melody
desi hip hop,desi hip hop; hindi hip hop; desi pop; bhajan; devotional; bollywood; desi pop; hindi pop; bollywood; hindi pop; bollywood; bollywood; hindi pop; desi; bhojiwood; bollywood,3484825,76,6VNBEaG5sidkK3lwq7Ws0I,Haseeno Ka Deewana,"['Raftaar', 'Payal Dev', 'Gourov-Roshin', 'Rajesh Roshan', 'Kumaar', 'Anjaan']",57,Kaabil,2016-12-22,romantic
bollywood,bollywood; desi; hindi pop,17645541,80,6VbmeIWTbNHM5uqoW7GTE4,Sheila Ki Jawani,"['Vishal-Shekhar', 'Sunidhi Chauhan', 'Vishal Dadlani']",70,Tees Maar Khan,2010-11-15,romantic
bollywood,bollywood; bollywood; hindi pop; punjabi pop; desi; desi pop,5808996,63,6VwVEIiCro1EMyh9B6Om3v,Drunk n High,"['Mellow D', 'Aastha Gill']",49,Drunk n High,2021-01-29,romantic
bollywood,bollywood; hindi pop; bangla pop; bollywood,1337135,62,6Vz84ctm5B6WUQEq7lm6Vn,Dream Mein Entry,"['Jyotica Tangri', 'Parry G']",36,Dream Mein Entry,2021-06-11,party
bollywood,bollywood; hindi pop; desi; kannada pop; marathi pop; bangla pop; bollywood; bollywood; desi; ghazal; bhajan,33208103,86,6WGzckjnXgGvcTmCcETgIb,"Ek Do Teen (From ""Baaghi 2"")","['Shreya Ghoshal', 'Parry G', 'Sandeep Shirodkar', 'Laxmikant–Pyarelal']",56,"Ek Do Teen (From ""Baaghi 2"")",2018-03-19,romantic
bollywood,bollywood; hindi pop; desi; bollywood; desi; hindi pop,61320500,89,6WediUhXDfm8FR3wlM0r3G,Subha Hone Na De,"['Pritam', 'Mika Singh', 'Shefali Alvares']",71,Desi Boyz,2011-10-21,romantic
bollywood,bollywood; hindi pop; desi; bollywood; hindi pop; gujarati garba,15090907,73,6Wuj97Iy5tDUCng1PX9x5H,Sanam Teri Kasam,"['Himesh Reshammiya', 'Ankit Tiwari', 'Palak Muchhal']",74,Sanam Teri Kasam (Original Motion Picture Soundtrack) [Deluxe Edition],2016-01-06,old_melody
bollywood,bollywood; desi; hindi pop; bollywood; hindi pop; desi,1613134,76,6XjJXPP3UiGtAQpYkD01c0,Chittiyaan Kalaiyaan,"['Meet Bros Anjjan', 'Kanika Kapoor', 'Kumaar']",66,Roy,2015-01-09,romantic
bollywood,bollywood; bollywood; hindi pop; bollywood; hindi pop; desi; desi pop; gujarati garba,6014434,80,6XvQPMLZdPPV22rY7FEBpI,"Husnn Hai Suhaana New (from ""Coolie No. 1"")","['Chandana Dixit', 'Abhijeet', 'Tanishk Bagchi', 'Anand-Milind']",55,"Husnn Hai Suhaana New (from ""Coolie No. 1"")",2020-12-08,romantic
bollywood,bollywood; desi; hindi pop; bollywood; hindi pop; desi; kannada pop; marathi pop; bollywood,33208103,86,6a6gDPlJDyOKpCeUtDwtlm,"Dhadhang Dhang (From ""Rowdy Rathore"")","['Sajid-Wajid', 'Shreya Ghoshal', 'Wajid Khan']",22,Shreya Ghoshal: Best of Me,2012-08-31,romantic
punjabi pop,punjabi pop; hindi pop,3542298,47,6cNosdXGIRwFb2jtBay1mu,Yaad Na Aaye,['Akull'],44,Yaad Na Aaye,2022-01-12,romantic
indian indie,indian indie; haryanvi pop,1037,35,6dvxjumaIBfTmkF3MUSwQr,Hu Wahi,"['Abhishek Dubey', 'SubhoBeatz', 'Akansha Tripathi']",39,Hu Wahi,2024-03-29,party
bollywood,bollywood; hindi pop; desi; bollywood; desi,61320500,89,6emsLWJ2bu8vCP7BslV76d,Manma Emotion Jaage,"['Pritam', 'Amit Mishra', 'Anushka Manchanda', 'Antara Mitra']",54,Dilwale (Original Motion Picture Soundtrack),2015-11-17,romantic
bollywood,bollywood; desi; hindi pop; bollywood; hindi pop; desi; kannada pop; marathi pop; bollywood; hindi pop; desi,33208103,86,6f7zyAEUCZuvX4Zty62Z5o,Radha,"['Vishal-Shekhar', 'Shreya Ghoshal', 'Udit Narayan', 'Vishal Dadlani', 'Shekhar Ravjiani']",63,Student of the Year (Original Motion Picture Soundtrack),2012-08-31,romantic
bollywood,bollywood; desi,1771705,62,6fORBVECjNDJ1gdq5uuoAz,Munni Badnaam,"['Mamta Sharma', 'Aishwarya']",66,Dabangg,2010-08-04,romantic
bollywood,bollywood; hindi pop; bollywood; hindi pop; desi,21323266,83,6gS93FIGBFQ8KnGhTART4S,Is Pyar Se Meri Taraf Na Dekho - Duet Version,"['Kumar Sanu', 'Alka Yagnik']",57,Chamatkar (Original Motion Picture Soundtrack),1992-07-08,sad
,; indian indie,923,35,6jRQwUPiFZc6ZqfctE5zfX,Hide In The Evening,"['Krishaang Chaubey', 'Abhishek Dubey']",29,Hide In The Evening,2025-05-30,party
ghazal,ghazal; bangla pop; hindi pop; bollywood; ghazal; bollywood; bhajan; hindi pop; marathi pop; ghazal; hindi pop; bollywood,24630694,78,6jsh1e9MRqbfy8tI38f71k,"Wada Karo - From ""Aa Gale Lag Jaa""","['Kishore Kumar', 'Lata Mangeshkar', 'R. D. Burman']",45,"The Golden Years, Vol. 1",2013-01-01,sad
hindi pop,hindi pop; bollywood; desi; bangla pop,166037253,91,6jzUvO5F2fnOvYqCTMd5U1,"Roke Na Ruke Naina (From ""Badrinath Ki Dulhania"")",['Arijit Singh'],38,Heart Touching Songs,2018-02-09,chill
bollywood,bollywood; hindi pop; gujarati garba; desi; hindi pop; bollywood; desi; gujarati pop; hindi indie; bollywood; hindi pop; desi; qawwali; sufi,11090950,74,6k3XXCE1ZzwevQlxf8dNaw,Love You Zindagi,"['Amit Trivedi', 'Jasleen Royal', 'Kausar Munir']",64,Dear Zindagi (Original Motion Picture Soundtrack),2016-11-15,romantic
bollywood,bollywood; desi; hindi pop,12140796,74,6lfSsCL894Qw15xbt7cSUy,"Jai Jai Shivshankar (From ""War"")","['Vishal Dadlani', 'Benny Dayal']",55,"Jai Jai Shivshankar (From ""War"")",2019-09-21,romantic
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop,166037253,91,6mTvwBzWTGDOVeCNQEqtOE,Soch Na Sake,"['Amaal Mallik', 'Arijit Singh', 'Tulsi Kumar']",74,Airlift,2015-12-17,old_melody
bollywood,bollywood; desi; desi pop; bhangra; bhangra; desi; bollywood; bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; desi,49018784,75,6mdLX10dvBb7rGYbMXpKzz,Kala Chashma,"['Prem & Hardeep', 'Amar Arshi', 'Badshah', 'Neha Kakkar', 'Indeep Bakshi', 'Amrik Singh']",64,Baar Baar Dekho (Original Motion Picture Soundtrack),2016-08-04,romantic
bollywood,bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; punjabi pop; bhangra; punjabi hip hop,30826001,75,6nJKSewJwvbE4NaEaNeOFu,AMG,"['Badshah', 'Mehar Vaani']",37,Ek Tha Raja,2024-03-18,party
bollywood,bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; hindi pop,49018784,80,6oDHAjaJJjwwgoAuMIeY9K,"Ek Toh Kum Zindagani (From ""Marjaavaan"")","['Neha Kakkar', 'Yash Narvekar', 'Tanishk Bagchi']",61,"Ek Toh Kum Zindagani (From ""Marjaavaan"")",2019-10-10,romantic
bollywood,bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood,49018784,75,6q9XTgfWilsnyiFofvYrIF,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","['Badshah', 'Neha Kakkar', 'Varun Dhawan']",64,"Garmi (From ""Street Dancer 3D"")",2019-12-26,romantic
tollywood,tollywood; bollywood; desi; telugu pop; hindi pop; bollywood; hindi pop; desi,61320500,89,6q9Xm2jmdQ3Qi91iQpdHH9,Saree Ke Fall Sa,"['Nakash Aziz', 'Antara Mitra', 'Pritam', 'Mayur Puri']",51,R...Rajkumar (Original Motion Picture Soundtrack),2013-11-05,romantic
desi,desi; bollywood; bhangra; desi pop; bollywood; desi; desi pop; hindi pop,529537,59,6qCNaRRr5xJALfNJvh0NAw,Bom Diggy Diggy,"['Zack Knight', 'Jasmin Walia']",68,"Bom Diggy Diggy (From ""Sonu Ke Titu Ki Sweety"")",2018-02-08,romantic
bhajan,bhajan; hindi pop; devotional; bollywood; desi pop; bollywood; hindi pop; gujarati pop; bollywood; hindi pop; desi; gujarati garba,7876302,82,6qZyM6JV8ohLC4S2EL5sFh,Barbaadiyan,"['Sachet Tandon', 'Nikhita Gandhi', 'Madhubanti Bagchi', 'Sachin-Jigar']",65,Shiddat,2021-09-22,romantic
indian indie,indian indie,923,35,6tQZvFVCKEvnZQffNgESCP,Dilli Waley Totey (Dwt),['Abhishek Dubey'],30,Dilli Waley Totey (Dwt),2024-02-29,party
punjabi pop,punjabi pop; punjabi hip hop; bhangra; desi hip hop; desi; bollywood; hindi pop; desi; desi pop; gujarati garba; punjabi hip hop; punjabi pop; bhangra; desi,49018784,82,6uwfPoH4JwdtD9b4mjZeZz,Aaye Haaye (Feat. Nora Fatehi),"['Karan Aujla', 'Neha Kakkar', 'Jay Trak']",66,Aaye Haaye (Feat. Nora Fatehi),2024-12-05,party
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop,166037253,91,6w0clr3NMupCsyExaJaTrz,"Dil Cheez Tujhe Dedi (From ""Airlift"")","['Ankit Tiwari', 'Arijit Singh']",30,Hits Of Akshay Kumar,2017-09-06,romantic
bollywood,bollywood; hindi hip hop; desi; hindi pop; punjabi pop; punjabi pop; bollywood; bhangra; bhangra; bollywood; desi; bollywood; desi; punjabi pop; ,37002271,78,6zojSFiUNySBy3Kd1JVCXb,Dil Chori,"['Yo Yo Honey Singh', 'Simar Kaur', 'Ishers', 'Anand Raj Anand', 'Singhsta', 'Shera', 'Sham Balkar']",64,Sonu Ke Titu Ki Sweety,2018-02-14,party
ghazal,ghazal; bangla pop; hindi pop; bollywood,20631936,78,71j40GUuIgwpEGmoupat2O,"Pal Pal Dil Ke Paas - From ""Blackmail""",['Kishore Kumar'],67,"The Golden Years, Vol. 1",2013-01-01,sad
bollywood,bollywood; hindi pop; desi; sufi; qawwali; bollywood; hindi pop; desi; kannada pop; marathi pop,41388907,86,71mh0CZeq6Ku6K0AJRxJWZ,"Piya O Re Piya (From ""Tere Naal Love Ho Gaya"")","['Atif Aslam', 'Shreya Ghoshal']",0,Aapke Pyaar Mein (Love Songs),2013-10-18,chill
bollywood,bollywood; hindi pop; desi; bollywood; gujarati garba; hindi pop; gujarati pop; bollywood; desi pop; desi,26557461,73,71pTPbzPNXMvUoLyQQYiaB,Kheech Meri Photo,"['Himesh Reshammiya', 'Neeti Mohan', 'AKASA', 'Darshan Raval']",48,Sanam Teri Kasam (Original Motion Picture Soundtrack),2016-01-06,romantic
bollywood,bollywood; hindi pop; desi; desi; bollywood,61320500,89,71s7tZo8OGlN3VXyURWLUr,Make Some Noise For The Desi Boyz,"['Pritam', 'KK', 'Bob']",72,Desi Boyz,2011-10-21,romantic
bollywood,bollywood; hindi pop; desi; sufi; qawwali; bhajan; bollywood; hindi pop; devotional,41388907,80,72CkpVdvmc8t28o8I9N32J,Tere Sang Yaara,"['Atif Aslam', 'Manoj Muntashir']",69,Rustom (Original Motion Picture Soundtrack),2016-07-15,old_melody
hindi pop,hindi pop; bollywood; desi; gujarati pop; hindi indie; hindi pop; desi pop; bollywood; hindi pop; bollywood; sufi; desi,13648871,72,72zHuDxFQTjbL51qJQSA7j,"Ranjha (From ""Shershaah"")","['Jasleen Royal', 'B Praak', 'Romy']",76,"Ranjha (From ""Shershaah"")",2021-08-05,old_melody
bhajan,bhajan; hindi pop; devotional; bollywood; desi pop; bhajan; devotional; hindi pop; bollywood; bollywood; hindi pop; desi; bhajan; hindi pop; bollywood; devotional,7567925,76,73K33p4Vyz9koXGqmL5eFs,Malang Sajna,"['Sachet Tandon', 'Parampara Tandon', 'Kumaar', 'Sachet-Parampara']",74,Malang Sajna,2022-12-19,old_melody
